"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"KaVontae Turpin","wr","DAL",0,0,0,0,0,0.5,4,0,2.1,25.7,0.2,5.2,6.3,""
"Darius Slayton","wr","NYG",0,0,0,0,0,0,0,0,3,51.2,0.2,7.8,9.3,""
"Andrei Iosivas","wr","CIN",0,0,0,0,0,0,0,0,1.5,18.7,0.3,4.4,5.2," -- Under UD Receiving Yards of 70.5 -- Under UD Fantasy Score of 12.65"
"Mike Williams","wr","PIT",0,0,0,0,0,0,0,0,0.9,21.1,0.2,3.8,4.2," -- Under UD Receiving Yards of 23.5"
"Olamide Zaccheaus","wr","WAS",0,0,0,0,0,0,0,0,1.4,22.1,0.2,4.1,4.8," -- Under UD Receiving Yards of 41.5"
"Tyler Boyd","wr","TEN",0,0,0,0,0,0,0,0,2.6,30,0.2,5.5,6.8," -- Under UD Receiving Yards of 32.5 -- Under UD Fantasy Score of 6.95"
"Ray-Ray McCloud","wr","ATL",0,0,0,0,0,0.6,4.9,0,3.6,34.6,0.2,7,8.8," -- Under UD Receiving Yards of 51.5 -- Under UD Fantasy Score of 9.65"
"Joshua Palmer","wr","LAC",0,0,0,0,0,0,0,0,2.1,46.4,0.3,7.5,8.5,""
"Xavier Gipson","wr","NYJ",0,0,0,0,0,0,0,0,0.9,14.1,0.2,3.1,3.5," -- Under UD Receiving Yards of 60.5 -- Under UD Fantasy Score of 11.25"
"Tyler Lockett","wr","SEA",0,0,0,0,0,0,0,0,3,41.2,0.3,7.4,8.9," -- Under UD Receiving Yards of 53.5"
"LilJordan Humphrey","wr","DEN",0,0,0,0,0,0,0,0,2.3,25.2,0.3,5.5,6.6," -- Under UD Receiving Yards of 30.5 -- Under UD Fantasy Score of 6.75"
"Jamari Thrash","wr","CLE",0,0,0,0,0,0,0,0,2.5,27.5,0.2,5.2,6.5,""
"Tommy Tremble","te","CAR",0,0,0,0,0,0,0,0,2.3,25.6,0.2,4.9,6.1,""
"Cade Otton","te","TB",0,0,0,0,0,0,0,0,5.2,63.7,0.4,11.4,14,""
"Taysom Hill","te","NO",0,0,0,0,0,5.3,32.2,0.5,3.6,31,0.2,12.3,14.1,""
"Davis Allen","te","LAR",0,0,0,0,0,0,0,0,1.8,18,0.2,3.9,4.8,""
"Sam LaPorta","te","DET",0,0,0,0,0,0,0,0,2.9,41.5,0.3,7.4,8.8,""
"Cole Kmet","te","CHI",0,0,0,0,0,0,0,0,3.1,33.9,0.4,7.3,8.9,""
"Evan Engram","te","JAC",0,0,0,0,0,0,0,0,5.7,52,0.3,9.8,12.7," -- Under PP Fantasy Score of 11.5"
"Dalton Schultz","te","HOU",0,0,0,0,0,0,0,0,3.7,35,0.3,7.2,9,""
"Hunter Henry","te","NE",0,0,0,0,0,0,0,0,3.6,44.7,0.2,7.5,9.3," -- Under PP Fantasy Score of 10.5"
"Kylen Granson","te","IND",0,0,0,0,0,0,0,0,1.1,9.1,0.1,2.1,2.6,""
"Travis Kelce","te","KC",0,0,0,0,0,0,0,0,6.8,62.4,0.5,12.6,16,""
"Brock Bowers","te","LV",0,0,0,0,0,0,0,0,6.4,64.9,0.4,12.1,15.3,""
"Tucker Kraft","te","GB",0,0,0,0,0,0,0,0,3.6,42.9,0.7,10.3,12.1,""
"Jonnu Smith","te","MIA",0,0,0,0,0,0,0,0,5.4,67.6,0.4,11.9,14.6,""
"Dawson Knox","te","BUF",0,0,0,0,0,0,0,0,2.8,35.1,0.3,6.7,8.1," -- Over UD Receiving Yards of 23.5 -- Over PP Receiving Yards of 23.5"
"George Kittle","te","SF",0,0,0,0,0,0,0,0,6.2,72.6,0.4,12.8,15.9," -- Over UD Receiving Yards of 44.5 -- Over PP Receiving Yards of 45.5"
"T.J. Hockenson","te","MIN",0,0,0,0,0,0,0,0,4.6,55.1,0.3,9.6,11.9," -- Over UD Receiving Yards of 39.5 -- Over PP Receiving Yards of 41.5"
"Trey McBride","te","ARI",0,0,0,0,0,0,0,0,5.5,62.7,0.2,10.2,13," -- Under PP Fantasy Score of 13.5"
"Mark Andrews","te","BAL",0,0,0,0,0,0,0,0,4,38.1,0.4,8.2,10.2,""
"Dallas Goedert","te","PHI",0,0,0,0,0,0,0,0,5.1,60.5,0.3,10.4,12.9," -- Over UD Receiving Yards of 41.5 -- Over PP Receiving Yards of 43.5"
"Luke Schoonmaker","te","DAL",0,0,0,0,0,0,0,0,2.7,27,0.2,5.3,6.6,""
"Theo Johnson","te","NYG",0,0,0,0,0,0,0,0,3.3,38.9,0.3,7.3,9,""
"Mike Gesicki","te","CIN",0,0,0,0,0,0,0,0,4.1,33.4,0.2,6.6,8.6,""
"Pat Freiermuth","te","PIT",0,0,0,0,0,0,0,0,3.5,34.2,0.4,7.6,9.3," -- Over UD Receptions of 2.5 -- Over PP Receptions of 2.5"
"Zach Ertz","te","WAS",0,0,0,0,0,0,0,0,5.1,46.2,0.4,9.6,12.1,""
"Chigoziem Okonkwo","te","TEN",0,0,0,0,0,0,0,0,2.2,22.8,0.2,4.6,5.7,""
"Kyle Pitts","te","ATL",0,0,0,0,0,0,0,0,3.4,48.3,0.4,8.9,10.6,""
"Will Dissly","te","LAC",0,0,0,0,0,0,0,0,4.6,40.2,0.4,8.7,11," -- Under UD Receiving Yards of 41.5 -- Under PP Receiving Yards of 41.5"
"Tyler Conklin","te","NYJ",0,0,0,0,0,0,0,0,2.9,28.1,0.3,6.1,7.5,""
"Noah Fant","te","SEA",0,0,0,0,0,0,0,0,3,29.5,0.2,5.7,7.2,""
"Adam Trautman","te","DEN",0,0,0,0,0,0,0,0,1.7,17.4,0.2,3.8,4.6,""
"David Njoku","te","CLE",0,0,0,0,0,0,0,0,5.5,48.3,0.4,10,12.7,""
"Feleipe Franks","te","CAR",0,0,0,0,0,0,0,0,0.7,7.9,0.1,1.7,2.1,""
"Payne Durham","te","TB",0,0,0,0,0,0,0,0,0.6,7,0.1,1.6,1.9,""
"Juwan Johnson","te","NO",0,0,0,0,0,0,0,0,3,37.7,0.3,7.1,8.6," -- Over PP Receiving Yards of 24.5"
"Colby Parkinson","te","LAR",0,0,0,0,0,0,0,0,1.7,19.9,0.3,4.6,5.5,""
"Brock Wright","te","DET",0,0,0,0,0,0,0,0,0.8,7.7,0.1,1.8,2.2,""
,,"ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Brenton Strange","te","JAC",0,0,0,0,0,0,0,0,2.2,22,0.3,5.1,6.2,""
"Cade Stover","te","HOU",0,0,0,0,0,0,0,0,1.4,16,0.1,2.9,3.6,""
"Austin Hooper","te","NE",0,0,0,0,0,0,0,0,2.4,31.3,0.2,5.5,6.7,""
"Mo Alie-Cox","te","IND",0,0,0,0,0,0,0,0,0.9,8.3,0.2,2.5,2.9,""
"Noah Gray","te","KC",0,0,0,0,0,0,0,0,3.8,42.8,0.6,9.8,11.7,""
"Michael Mayer","te","LV",0,0,0,0,0,0,0,0,1.7,9.7,0.2,3,3.9,""
"Julian Hill","te","MIA",0,0,0,0,0,0,0,0,0.9,9.1,0.1,2,2.4,""
"Quintin Morris","te","BUF",0,0,0,0,0,0,0,0,0.9,10.6,0.1,2.1,2.6,""
"Johnny Mundt","te","MIN",0,0,0,0,0,0,0,0,1.8,9,0.2,3,3.9,""
"Elijah Higgins","te","ARI",0,0,0,0,0,0,0,0,1.6,14.3,0.1,2.8,3.6,""
"Isaiah Likely","te","BAL",0,0,0,0,0,0,0,0,2.3,25,0.3,5.4,6.6," -- Under UD Receptions of 2.5 -- Under PP Receptions of 2.5"
"Grant Calcaterra","te","PHI",0,0,0,0,0,0,0,0,1.4,13.1,0.1,2.6,3.3,""
"Brevyn Spann-Ford","te","DAL",0,0,0,0,0,0,0,0,1.7,15.1,0.2,3.6,4.4,""
"Daniel Bellinger","te","NYG",0,0,0,0,0,0,0,0,1.1,10.9,0.1,2.2,2.8,""
"Tanner Hudson","te","CIN",0,0,0,0,0,0,0,0,2.3,13.7,0.2,3.7,4.9,""
"Darnell Washington","te","PIT",0,0,0,0,0,0,0,0,1.4,16.6,0.2,3.6,4.3,""
"John Bates","te","WAS",0,0,0,0,0,0,0,0,0.9,4.1,0.1,1.5,1.9,""
"Josh Whyle","te","TEN",0,0,0,0,0,0,0,0,1.2,12.1,0.2,3,3.6,""
"Tucker Fisk","te","LAC",0,0,0,0,0,0,0,0,0.9,4.5,0.2,2.1,2.6,""
"Jeremy Ruckert","te","NYJ",0,0,0,0,0,0,0,0,1.3,7.3,0.1,2,2.6,""
"AJ Barner","te","SEA",0,0,0,0,0,0,0,0,1.4,9.9,0.1,2.3,3,""
"Lucas Krull","te","DEN",0,0,0,0,0,0,0,0,1.8,14.4,0.2,3.5,4.4,""
"Jordan Akins","te","CLE",0,0,0,0,0,0,0,0,2.9,33.5,0.2,6,7.5,""
