"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Najee Harris","RB","PIT",0,0,0,0,0,13.9,46.5,0.5,2,19.3,0.1,11.2,12.2,""
"Bijan Robinson","RB","ATL",0,0,0,0,0,19.1,87.5,0.9,3.6,27.5,0.2,19.9,21.7,""
"Tyrone Tracy","RB","NYG",0,0,0,0,0,17.5,67,0.5,2.8,22.6,0.2,14.6,16,""
"Chase Brown","RB","CIN",0,0,0,0,0,18,79.6,0.9,3.2,24.1,0.2,18.6,20.2,""
"Jerome Ford","RB","CLE",0,0,0,0,0,12.3,52.6,0.4,3.8,17.8,0.2,12.5,14.4,""
"Alexander Mattison","RB","LV",0,0,0,0,0,14.1,52.7,0.5,2.3,20.5,0.2,12.7,13.8,""
"Travis Etienne","RB","JAC",0,0,0,0,0,11.1,49,0.4,2.9,19.1,0.1,11.3,12.7,""
"Brian Robinson","RB","WAS",0,0,0,0,0,15.5,66.6,0.6,1.9,14.3,0.2,13.8,14.8,""
"Saquon Barkley","RB","PHI",0,0,0,0,0,19,103.5,0.7,2.1,19,0.2,18.7,19.8,""
"Gus Edwards","RB","LAC",0,0,0,0,0,12.6,48.6,0.7,0.2,1,0.1,9.9,10," -- Over UD Rush Yards of 34.5 -- Over PP Rush Yards of: 35.5"
"Jaleel McLaughlin","RB","DEN",0,0,0,0,0,7.3,36.7,0.2,1.1,7.5,0.1,6.8,7.3,""
"Breece Hall","RB","NYJ",0,0,0,0,0,10.3,47.9,0.5,2.7,25,0.2,12.8,14.2,""
"Kyren Williams","RB","LAR",0,0,0,0,0,18.1,81.6,0.9,1.9,10.3,0.2,16.7,17.7,""
"Rico Dowdle","RB","DAL",0,0,0,0,0,19.5,85.9,0.6,2.3,13.9,0.2,15.9,17.1,""
"Bucky Irving","RB","TB",0,0,0,0,0,14.5,71.3,0.5,2.3,21.5,0.1,14,15.2,""
"Mike Boone","RB","CAR",0,0,0,0,0,4.3,17.6,0.1,0,0,0.1,3,3,""
"Trey Benson","RB","ARI",0,0,0,0,0,9.7,37.2,0.4,1,5.2,0.1,7.7,8.2,""
"Emanuel Wilson","RB","GB",0,0,0,0,0,3.4,18.8,0.1,0.7,3.3,0.2,4.4,4.7,""
"Jamaal Williams","RB","NO",0,0,0,0,0,7.2,23,0.2,1,6.4,0.1,5.2,5.7,""
"Darrynton Evans","RB","CHI",0,0,0,0,0,3.8,11.8,0.2,0,0,0.1,3,3,""
"Craig Reynolds","RB","DET",0,0,0,0,0,4.9,19.4,0.3,0.2,1.3,0.1,4.6,4.7,""
"Kareem Hunt","RB","KC",0,0,0,0,0,11.1,38,0.2,1.1,8.4,0.1,7,7.5,""
"Dare Ogunbowale","RB","HOU",0,0,0,0,0,0.8,2.9,0.1,0.9,4.3,0.1,2.4,2.8,""
"Trey Sermon","RB","IND",0,0,0,0,0,1.9,6.5,0.1,1,9.8,0.1,3.3,3.8,""
"Tyjae Spears","RB","TEN",0,0,0,0,0,5.8,26.2,0.3,2.7,19,0.2,8.9,10.2,""
"Raheem Mostert","RB","MIA",0,0,0,0,0,8,28.5,0.5,1.3,12.8,0.1,8.4,9,""
"Kyle Juszczyk","RB","SF",0,0,0,0,0,0.6,2,0.2,1.2,8.2,0.2,4,4.6,""
"Ray Davis","RB","BUF",0,0,0,0,0,6.5,26.1,0.3,0.9,7.2,0.2,6.8,7.2,""
"Antonio Gibson","RB","NE",0,0,0,0,0,5.4,25,0.1,1.4,11.3,0.1,5.5,6.2,""
"Kenny McIntosh","RB","SEA",0,0,0,0,0,3,13.2,0.4,0.6,4.5,0.1,5.1,5.4,""
"Cam Akers","RB","MIN",0,0,0,0,0,6.5,23.6,0.2,0.7,4,0.2,5.5,5.9,""
"Justice Hill","RB","BAL",0,0,0,0,0,3.1,13.2,0.2,2.8,22.8,0.2,7.4,8.8,""
"Jaylen Warren","RB","PIT",0,0,0,0,0,6.4,26.1,0.4,2.6,27.5,0.1,9.7,11,""
"Tyler Allgeier","RB","ATL",0,0,0,0,0,7.5,30.8,0.4,0.7,4.9,0.1,6.9,7.3,""
"Devin Singletary","RB","NYG",0,0,0,0,0,6.3,26.5,0.2,1.4,8.5,0.1,6,6.7,""
"Khalil Herbert","RB","CIN",0,0,0,0,0,6.1,28.6,0.4,0,0,0.1,5.9,5.9,""
"D'Onta Foreman","RB","CLE",0,0,0,0,0,7.5,27.3,0.5,0.8,4.4,0.1,7.2,7.6,""
"Ameer Abdullah","RB","LV",0,0,0,0,0,5.5,25.4,0.3,2.9,19.7,0.2,9,10.4,""
"Tank Bigsby","RB","JAC",0,0,0,0,0,9.5,46.7,0.5,0.7,2.8,0.1,8.9,9.3,""
"Jeremy McNichols","RB","WAS",0,0,0,0,0,2.9,14.6,0.2,1.3,7.8,0.1,4.7,5.3,""
"Kenneth Gainwell","RB","PHI",0,0,0,0,0,4,19.3,0.1,1.8,12.9,0.1,5.3,6.2,""
"Kimani Vidal","RB","LAC",0,0,0,0,0,6.1,22.7,0.3,1.3,8.2,0.1,6.1,6.8," -- Under UD Rush Yards of 27.5 -- Under PP Rush Yards of 27.5"
"Javonte Williams","RB","DEN",0,0,0,0,0,9.2,33.8,0.3,1.7,10.4,0.1,7.7,8.5,""
"Isaiah Davis","RB","NYJ",0,0,0,0,0,7.5,30.1,0.3,1.5,11.1,0.2,7.9,8.6,""
"Blake Corum","RB","LAR",0,0,0,0,0,4.5,17.1,0.1,0.7,7,0.1,4,4.3,""
"Ezekiel Elliott","RB","DAL",0,0,0,0,0,2.5,8.1,0.2,1.1,5.5,0.1,3.7,4.3,""
"Rachaad White","RB","TB",0,0,0,0,0,7.1,35.7,0.3,3,24.1,0.5,12.3,13.8,""
"DeeJay Dallas","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Chris Brooks","RB",,0,0,0,0,0,0,0,0,0,0,0,0,0,""
