"name","pos","team","PassAttempts","Completions","PassingYards","PassTDs","INTs","carries","rushYards","rushTDs","receptions","receivingYards","receivingTDs","halfFantasyPoints","fullFantasyPoints","recProps"
"Tyler Boyd","WR","TEN",0,0,0,0,0,0,0,0,3.4,26,0.3,6.1,7.8," -- Under UD Receiving Yards of 35.5"
"Andrei Iosivas","WR","CIN",0,0,0,0,0,0,0,0,2,25.4,0.3,5.3,6.3," -- Under UD Receptions of 5.5 -- Under UD Receiving Yards of 66.5"
"Terrace Marshall","WR","LV",0,0,0,0,0,0,0,0,0.7,7.7,0.1,1.7,2.1,""
"Ray-Ray McCloud","WR","ATL",0,0,0,0,0,0.7,5.2,0,4.1,48.9,0.2,8.7,10.7,""
"Jahan Dotson","WR","PHI",0,0,0,0,0,0.2,1.7,0,1,8.9,0.1,2.2,2.7," -- Under UD Receiving Yards of 47.5 -- Under UD Fantasy Score of 8.95"
"Scott Miller","WR","PIT",0,0,0,0,0,0,0,0,2.3,24.6,0.2,4.8,6,""
"Joshua Palmer","WR","LAC",0,0,0,0,0,0,0,0,3.3,51.2,0.2,8,9.6," -- Over UD Receiving Yards of 40.5 -- Over PP Receiving Yards of 38.5"
"Sterling Shepard","WR","TB",0,0,0,0,0,0.5,3.6,0,3.1,27.4,0.2,5.9,7.4," -- Under PP Receiving Yards of 33.5 -- Under UD Fantasy Score of 7.75"
"Devin Duvernay","WR","JAC",0,0,0,0,0,0.4,1.7,0,1.6,9.1,0.2,3.1,3.9," -- Under UD Receiving Yards of 27.5"
"Allen Lazard","WR","NYJ",0,0,0,0,0,0,0,0,2.4,37.3,0.5,7.9,9.1," -- Under UD Receiving Yards of 59.5"
"Ricky Pearsall","WR","SF",0,0,0,0,0,0.9,6.2,0,2.3,32.7,0.3,6.8,8,""
"Demarcus Robinson","WR","LAR",0,0,0,0,0,0,0,0,2.4,36.6,0.4,7.3,8.5,""
"Tyler Lockett","WR","SEA",0,0,0,0,0,0,0,0,2.8,34.3,0.3,6.6,8," -- Under UD Receiving Yards of 61.5 -- Over PP Receiving Yards of 22.5 -- Under UD Fantasy Score of 11.25"
"Romeo Doubs","WR","GB",0,0,0,0,0,0,0,0,3.3,42.8,0.3,7.7,9.4,""
"Tommy Tremble","TE","CAR",0,0,0,0,0,0,0,0,2,21.8,0.2,4.4,5.4,""
"Jake Ferguson","TE","DAL",0,0,0,0,0,0,0,0,3.9,36.4,0.2,6.8,8.7,""
"Juwan Johnson","TE","NO",0,0,0,0,0,0,0,0,3.5,33.6,0.2,6.3,8.1,""
"Zach Ertz","TE","WAS",0,0,0,0,0,0,0,0,3.9,35,0.3,7.3,9.2,""
"T.J. Hockenson","TE","MIN",0,0,0,0,0,0,0,0,4.4,48.9,0.3,8.9,11.1,""
"Cole Kmet","TE","CHI",0,0,0,0,0,0,0,0,4.2,40.1,0.3,7.9,10,""
"Dalton Schultz","TE","HOU",0,0,0,0,0,0,0,0,3.8,33.5,0.2,6.5,8.4,""
"Jonnu Smith","TE","MIA",0,0,0,0,0,0,0,0,4.8,61.3,0.5,11.5,13.9," -- Over UD Receiving Yards of 45.5 -- Over UD Fantasy Score of 9.25"
"Adam Trautman","TE","DEN",0,0,0,0,0,0,0,0,0.6,11.4,0.2,2.6,2.9,""
"Kylen Granson","TE","IND",0,0,0,0,0,0,0,0,0.5,5.9,0.1,1.4,1.7,""
"David Njoku","TE","CLE",0,0,0,0,0,0,0,0,3.9,32.3,0.5,8.2,10.1,""
"Travis Kelce","TE","KC",0,0,0,0,0,0,0,0,5.5,48.5,0.4,10,12.8," -- Under UD Receiving Yards of 56.5 -- Under PP Receiving Yards of 55.5 -- Under PP Fantasy Score of 13.5"
"Sam LaPorta","TE","DET",0,0,0,0,0,0,0,0,3.6,46,0.6,10,11.8,""
"Dalton Kincaid","TE","BUF",0,0,0,0,0,0,0,0,4.1,41.4,0.3,8,10,""
"Trey McBride","TE","ARI",0,0,0,0,0,0,0,0,5.9,65,0.3,11.3,14.2,""
"Hunter Henry","TE","NE",0,0,0,0,0,0,0,0,3.7,43.9,0.2,7.4,9.3," -- Under PP Receptions of 4.5"
"Daniel Bellinger","TE","NYG",0,0,0,0,0,0,0,0,2.1,22.5,0.2,4.5,5.6,""
"Mark Andrews","TE","BAL",0,0,0,0,0,0,0,0,3.9,36.2,0.4,8,9.9,""
"Chigoziem Okonkwo","TE","TEN",0,0,0,0,0,0,0,0,2.8,28.7,0.3,6.1,7.5,""
"Mike Gesicki","TE","CIN",0,0,0,0,0,0,0,0,4,43.5,0.2,7.6,9.6,""
"Brock Bowers","TE","LV",0,0,0,0,0,0,0,0,7.5,81.7,0.5,14.9,18.7," -- Over UD Fantasy Score of 12.05"
"Kyle Pitts","TE","ATL",0,0,0,0,0,0,0,0,3.5,43.3,0.4,8.5,10.2,""
"Grant Calcaterra","TE","PHI",0,0,0,0,0,0,0,0,3.4,30.7,0.2,6,7.7," -- Over UD Receptions of 2.5"
"Pat Freiermuth","TE","PIT",0,0,0,0,0,0,0,0,3.2,34.2,0.4,7.4,9,""
"Stone Smartt","TE","LAC",0,0,0,0,0,0,0,0,3.3,33.7,0.2,6.2,7.9,""
"Cade Otton","TE","TB",0,0,0,0,0,0,0,0,5.6,62.3,0.4,11.4,14.2,""
"Brenton Strange","TE","JAC",0,0,0,0,0,0,0,0,2.9,24.9,0.4,6.3,7.8," -- Under UD Receiving Yards of 30.5 -- Under PP Receiving Yards of 30.5"
"Tyler Conklin","TE","NYJ",0,0,0,0,0,0,0,0,3.3,33.1,0.2,6.2,7.8,""
"George Kittle","TE","SF",0,0,0,0,0,0,0,0,6.3,86.6,0.6,15.4,18.6,""
"Colby Parkinson","TE","LAR",0,0,0,0,0,0,0,0,1.7,20.6,0.2,4.1,5,""
"Noah Fant","TE","SEA",0,0,0,0,0,0,0,0,2.8,29.6,0.2,5.6,7,""
"Tucker Kraft","TE","GB",0,0,0,0,0,0,0,0,3,36.1,0.5,8.1,9.6," -- Under UD Receptions of 3.5 -- Under PP Receptions of 3.5"
"Ja'Tavion Sanders","TE","CAR",0,0,0,0,0,0,0,0,3,26.6,0.2,5.4,6.9,""
"Luke Schoonmaker","TE","DAL",0,0,0,0,0,0,0,0,2.2,21.1,0.2,4.4,5.5,""
"Foster Moreau","TE","NO",0,0,0,0,0,0,0,0,1.6,13.9,0.2,3.4,4.2," -- Under UD Receiving Yards of 17.5 -- Under PP Receiving Yards of 17.5"
"John Bates","TE","WAS",0,0,0,0,0,0,0,0,0.7,8.2,0.1,1.8,2.1,""
"Josh Oliver","TE","MIN",0,0,0,0,0,0,0,0,2.4,25.5,0.2,5,6.2,""
"Gerald Everett","TE","CHI",0,0,0,0,0,0,0,0,2.2,17.4,0.1,3.4,4.5,""
"Cade Stover","TE","HOU",0,0,0,0,0,0,0,0,0.9,7.8,0.2,2.4,2.9," -- Under UD Receiving Yards of 12.5"
"Julian Hill","TE","MIA",0,0,0,0,0,0,0,0,1,9.2,0.1,2,2.5,""
"Lucas Krull","TE","DEN",0,0,0,0,0,0,0,0,0.8,11.4,0.2,2.7,3.1,""
"Mo Alie-Cox","TE","IND",0,0,0,0,0,0,0,0,0.4,4.2,0.1,1.2,1.4,""
"Jordan Akins","TE","CLE",0,0,0,0,0,0,0,0,3.1,31,0.3,6.5,8,""
"Noah Gray","TE","KC",0,0,0,0,0,0,0,0,2.5,28.2,0.3,5.9,7.1,""
"Brock Wright","TE","DET",0,0,0,0,0,0,0,0,0.9,9.4,0.2,2.6,3,""
"Dawson Knox","TE","BUF",0,0,0,0,0,0,0,0,0.7,9.9,0.1,1.9,2.3,""
"Elijah Higgins","TE","ARI",0,0,0,0,0,0,0,0,1.6,14.4,0.1,2.8,3.6,""
"Austin Hooper","TE","NE",0,0,0,0,0,0,0,0,1.9,23.4,0.2,4.5,5.4,""
"Chris Manhertz","TE","NYG",0,0,0,0,0,0,0,0,0.5,7.9,0.1,1.6,1.9,""
"Isaiah Likely","TE","BAL",0,0,0,0,0,0,0,0,2.5,25.9,0.3,5.6,6.9,""
"Josh Whyle","TE","TEN",0,0,0,0,0,0,0,0,1.8,18.6,0.1,3.4,4.3,""
"Tanner Hudson","TE","CIN",0,0,0,0,0,0,0,0,2.5,17,0.2,4.2,5.4,""
"Michael Mayer","TE","LV",0,0,0,0,0,0,0,0,1.7,13.5,0.2,3.4,4.3,""
"Charlie Woerner","TE","ATL",0,0,0,0,0,0,0,0,0.5,3.5,0.1,1.2,1.5,""
,,"SF",0,0,0,0,0,0,0,0,0,0,0,0,0,""
"Darnell Washington","TE","PIT",0,0,0,0,0,0,0,0,1.3,14.2,0.2,3.3,3.9,""
"Tucker Fisk","TE","LAC",0,0,0,0,0,0,0,0,1.2,11.6,0.2,3,3.6,""
"Luke Farrell","TE","JAC",0,0,0,0,0,0,0,0,1.6,8.7,0.1,2.3,3.1,""
"Jeremy Ruckert","TE","NYJ",0,0,0,0,0,0,0,0,1.4,8.6,0.1,2.2,2.9,""
"Davis Allen","TE","LAR",0,0,0,0,0,0,0,0,1.1,6.8,0.1,1.8,2.4,""
"AJ Barner","TE","SEA",0,0,0,0,0,0,0,0,2.5,16.9,0.2,4.1,5.4,""
"Ben Sims","TE","GB",0,0,0,0,0,0,0,0,0.8,4.6,0.1,1.5,1.9,""
